definition,peak_at,trough_at,depth,window,trail_vol_at_peak,mkt_vol_at_peak,mkt_prior_2y,mkt_during,vol_std_depth,also_slow,lo_ret,hi_ret,factor_ret,loser_share,winner_share,retrace_20d,crash_days,sessions,leg_data,bear_state,route,formation_at,era
fast,2007-08-03,2007-08-17,-0.045264453491925205,10,0.04497252009434564,0.12785630073001447,0.19462858915815917,-0.017576363900264624,-5.052546592473397,False,-0.01698211004904293,-0.0706791872243111,-0.04497803282797275,-0.316257624108907,1.316257624108907,1.4469946791633201,0,11,True,False,Route 2,2007-07-31,returns-only
fast,2008-01-17,2008-02-01,-0.10958239111494283,10,0.12657908444202692,0.19783496565664,0.07644568975254984,0.022910560941454827,-4.3458936361584914,True,0.19851554814589734,-0.010659260140474247,-0.10655497124473345,0.9490413772681405,0.0509586227318595,0.9616311455636584,0,11,True,False,FITS-NONE,2007-12-31,returns-only
fast,2008-03-17,2008-04-01,-0.06696143776457841,10,0.17432925712831182,0.2168216035026372,0.012972354460007551,0.06120644811710485,-1.9282119095696013,True,0.1267325861755344,0.02815292402006153,-0.05567167116152982,1.2855855194113035,-0.28558551941130345,0.32440390177918377,0,11,True,False,FITS-NONE,2008-02-29,returns-only
fast,2008-04-17,2008-05-01,-0.04597701217441119,10,0.19775305886612493,0.22742142643119684,0.09246932974171762,0.03129238271553514,-1.1671261657249579,False,0.09448533275108906,-0.011642712864670779,-0.05475402366240678,0.8902956066219894,0.10970439337801068,1.1482871572297615,0,11,True,False,FITS-NONE,2008-03-31,returns-only
fast,2008-07-15,2008-07-29,-0.15150904529222897,10,0.20533435943269776,0.20341619967669577,0.029685839608939224,0.031264427872066625,-3.7040531025952506,False,0.2373703768659965,-0.09464636825687944,-0.14947266700093043,0.7149349553985543,0.28506504460144566,-0.05897917156074665,0,11,True,False,FITS-NONE,2008-06-30,returns-only
fast,2008-11-21,2008-12-08,-0.1883748104038271,10,0.34847667734662735,0.5321974128938524,-0.40667335495565315,0.21394468154548263,-2.713622186784939,False,0.4956245458816817,0.12965469294823495,-0.1912154985674136,1.3542769763929523,-0.35427697639295236,-0.6361244470461722,0,11,True,True,Route 1,2008-10-31,returns-only
fast,2009-01-26,2009-02-09,-0.057464364351488495,10,0.3689929325758274,0.5959048262325731,-0.378818560118785,0.047910053685645826,-0.781773291983583,False,0.026471083909153315,0.02181682548002395,-0.05595630733445045,5.68749765665785,-4.68749765665785,1.795220570982744,0,11,True,True,NO-DECOMPOSITION,2008-12-31,returns-only
fast,2009-03-09,2009-03-23,-0.22077318264374102,10,0.38505391225834146,0.5269428368859899,-0.48834023886881284,0.20424602825116533,-2.878227037331808,False,0.9456927423628132,0.09560222757925918,-0.2342538065840043,1.112461233147156,-0.11246123314715606,-0.7744568847708974,0,11,True,True,Route 1,2009-02-28,returns-only
slow,2009-03-06,2009-06-11,-0.5180001178112088,67,0.38452393574865584,0.558422919984161,-0.4790279277461018,0.4049501023430746,-2.612578501144104,True,2.466663285034354,0.1385959535570651,-0.514867118576982,1.059532622481807,-0.05953262248180692,0.26424484127612813,0,68,True,True,Route 1,2009-02-28,returns-only
fast,2009-07-22,2009-08-05,-0.10221490675469735,10,0.4099345228425897,0.3211364610538364,-0.3353622531300433,0.05483194781752876,-1.2516993104833214,False,0.24383153136162394,0.036308780275821295,-0.10490826203443326,1.174962890024569,-0.174962890024569,-0.20977367383704,0,11,True,True,Route 1,2009-06-30,returns-only
fast,2009-09-02,2009-09-17,-0.07532499441656926,10,0.29727454515985696,0.22872300969433912,-0.2813519435725934,0.07269848888646946,-1.2719840198902332,False,0.16327187230558615,0.08181468535431224,-0.07218109939758566,2.004388788962872,-1.0043887889628718,0.36016581756411264,0,11,True,True,Route 1,2009-08-31,returns-only
fast,2010-01-14,2010-01-29,-0.05002357764173726,10,0.09698447860822326,0.15457964960733864,-0.10092720868273297,-0.06042137607457321,-2.589242839535147,False,-0.040579607084858416,-0.09639782761777282,-0.05116354934856715,-0.7269957138982921,1.726995713898292,1.116989487396532,0,11,True,True,FITS-NONE,2009-12-31,returns-only
fast,2010-06-21,2010-07-06,-0.04352014249037828,10,0.12050925275678977,0.21341876308413926,-0.11281928493417037,-0.08278071169300538,-1.8128847074133962,False,-0.08143869738964515,-0.15460734805131104,-0.04552875019114844,-1.1130271865504289,2.1130271865504286,0.3602809699460385,0,11,True,True,FITS-NONE,2010-05-31,returns-only
fast,2011-07-25,2011-08-08,-0.04680837766440482,10,0.0898904383629913,0.14039066493182642,0.44360405508007617,-0.176949115864378,-2.614028758469706,False,-0.22643510018158441,-0.2329619277762789,-0.048333484260141946,-34.69298014944488,35.69298014944488,1.219864198888832,0,11,True,False,NO-DECOMPOSITION,2011-06-30,returns-only
fast,2011-10-14,2011-10-28,-0.056465039235902625,10,0.12605958187229568,0.3064434598302395,0.17041850677345005,0.0685516233075747,-2.248557730734804,True,0.13803105562555418,0.033643342027993794,-0.0545779693143742,1.3222921632108633,-0.3222921632108634,1.567746078101057,0,11,True,False,FITS-NONE,2011-09-30,returns-only
fast,2011-12-28,2012-01-12,-0.07528782337661355,10,0.16139135912433428,0.33518185961979224,0.16018606549030157,0.02743339890125629,-2.341772669084837,False,0.13147562152026904,0.002734703619216239,-0.06742776987531474,1.0212419148768075,-0.021241914876807596,-0.5475498509969593,0,11,True,False,FITS-NONE,2011-11-30,returns-only
slow,2011-12-19,2012-02-08,-0.1292228397184787,34,0.15856910761844167,0.34298376176776063,0.1453747058336754,0.11736920494006142,-2.218612779957369,True,0.31095564126344755,0.07083231718941585,-0.11363592854943949,1.2949830778103744,-0.2949830778103744,0.3698156148276812,0,35,True,False,FITS-NONE,2011-11-30,returns-only
fast,2012-08-30,2012-09-14,-0.04367419325782018,10,0.10772237937486173,0.14958523602402715,0.341343874035575,0.044014801244746105,-2.0352568464600393,False,0.11039353036937039,0.03503938271074958,-0.03956199228882862,1.4649960725385622,-0.46499607253856234,0.6469903482091542,0,11,True,False,FITS-NONE,2012-07-31,returns-only
fast,2014-04-01,2014-04-15,-0.050613729573355415,10,0.0812067144559309,0.11595780235617191,0.4249296262843847,-0.022028527248372787,-3.128791845222053,True,0.011028337239063157,-0.06598381622174765,-0.041214805496131546,0.14320255626503353,0.8567974437349665,-0.11777720234589832,0,11,True,False,Route 2,2014-03-31,reconstructed
fast,2015-01-23,2015-02-06,-0.048655353059212536,10,0.08056018145686777,0.14049219933052365,0.4274276635757206,0.0023216380448694007,-3.0318692122118014,False,0.0730412070486175,-0.0019791154522591503,-0.04779914287696563,0.973618942357439,0.0263810576425611,0.11747928107061799,0,11,True,False,FITS-NONE,2014-12-31,reconstructed
slow,2015-01-20,2015-04-30,-0.09673307851697144,70,0.07857545950462817,0.13807113423554984,0.41807610893316527,0.04584972121419062,-2.33581977214284,True,0.16557272918127097,0.026905427062513754,-0.0900489032979972,1.1940286329323078,-0.19402863293230765,0.6455433401473812,0,71,True,False,FITS-NONE,2014-12-31,reconstructed
fast,2015-09-24,2015-10-08,-0.09217407113514298,10,0.12646110677703468,0.17016450778317802,0.17033815173808842,0.034772977574823116,-3.658912819938431,True,0.17974224247046822,-0.014636636910974388,-0.09725789633678605,0.9247004769368387,0.0752995230631613,0.442007826005329,0,11,True,False,FITS-NONE,2015-08-31,reconstructed
fast,2015-12-17,2016-01-04,-0.044202951313970784,10,0.16722230527599485,0.19132590111211803,0.1623309516312068,-0.028445885974825336,-1.3269584709357627,False,0.029933797311097576,-0.04141785532885245,-0.03741679226830008,0.41952493325063567,0.5804750667493643,1.210185145856459,0,11,True,False,FITS-NONE,2015-11-30,reconstructed
fast,2016-02-22,2016-03-07,-0.08808698456673014,10,0.18497162553901422,0.18157549023628108,0.059276568130558704,0.051818737594917286,-2.390599919208557,False,0.2542360098339138,0.02160145304355665,-0.10258640151211929,1.0928557362310674,-0.0928557362310673,0.49385243748442176,0,11,True,False,FITS-NONE,2016-01-31,reconstructed
fast,2016-04-08,2016-04-22,-0.06548094582455943,10,0.19631028426725572,0.1787663104319572,0.12037346350716294,0.029661069695249065,-1.674449917146507,True,0.1399046232023773,-0.009057065864221392,-0.071088060149612,0.9391986898042483,0.06080131019575177,0.6426197899737729,0,11,True,False,FITS-NONE,2016-03-31,reconstructed
fast,2016-05-13,2016-05-27,-0.044837167174504367,10,0.1971995571634338,0.16534721021920223,0.10928897324599185,0.021322897183042144,-1.1413858940923514,False,0.08696868171942507,0.0018818956422710365,-0.04302235779213581,1.0221173666210002,-0.022117366621000265,1.1889756668997749,0,11,True,False,FITS-NONE,2016-04-30,reconstructed
fast,2016-10-31,2016-11-14,-0.052836895995537425,10,0.11066465313976875,0.12479925946750117,0.10408615988099901,0.028779572851823643,-2.3967825796971676,True,0.08041168138357002,0.03996850639518268,-0.04554374009470352,1.9882633202427613,-0.9882633202427614,0.0748136758838501,0,11,True,False,FITS-NONE,2016-09-30,reconstructed
fast,2018-12-28,2019-01-14,-0.058186322787630806,10,0.10746864777480614,0.19866709706075084,0.13304709125115965,0.04560762229778459,-2.7179370751605587,False,0.14906766461189558,0.0670382154848368,-0.056773602271812496,1.8172457111225817,-0.8172457111225817,-0.2077127429200001,0,11,True,False,FITS-NONE,2018-11-30,reconstructed
slow,2018-12-31,2019-02-20,-0.08901577793518556,34,0.1078144547569821,0.1992402960338011,0.15339233307933742,0.134305278117685,-2.247764524141614,True,0.3036552979655003,0.17180910769171898,-0.083276577336177,2.303102557115635,-1.303102557115635,0.286846058623308,0,35,True,False,FITS-NONE,2018-11-30,reconstructed
slow,2018-12-31,2019-04-18,-0.10128699908338135,75,0.1078144547569821,0.1992402960338011,0.15339233307933742,0.1810254359356538,-1.7220523584179568,True,0.3722534477381505,0.16700392359037508,-0.09562510717760664,1.813662902673215,-0.813662902673215,0.7091546775202617,0,76,True,False,FITS-NONE,2018-11-30,reconstructed
fast,2019-08-27,2019-09-11,-0.11681185313232478,10,0.12632012968500406,0.14774484799508666,0.22156488620451387,0.0449171161032389,-4.642101384073587,True,0.187016619866875,-0.023620637539138345,-0.10868652218114183,0.8878610658435965,0.11213893415640348,0.6314315424035347,0,11,True,False,FITS-NONE,2019-07-31,reconstructed
fast,2019-10-21,2019-11-04,-0.056345825202276933,10,0.16025778006925953,0.149393309452235,0.21244132845340147,0.03370725169228761,-1.764992610846636,True,0.09875256719606784,0.013964744241073301,-0.06078099982382612,1.1647022385335428,-0.16470223853354274,0.1919396003344867,0,11,True,False,FITS-NONE,2019-09-30,reconstructed
fast,2020-05-22,2020-06-08,-0.22285884020900038,10,0.2616769881152923,0.4966188630767428,0.12538738851651177,0.09837369415240049,-4.275280402122278,True,0.5847712017023039,0.03405574576243664,-0.21648628269871417,1.0618390956620531,-0.0618390956620531,1.220505325365435,0,11,True,False,FITS-NONE,2020-04-30,reconstructed
fast,2020-07-09,2020-07-23,-0.06527302798891343,10,0.3696279255979154,0.5132712414237988,0.17558474700475357,0.022597670669329828,-0.8864806398081048,False,0.06147385790142734,-0.021579941651949763,-0.037231218828580714,0.740169122087175,0.25983087791282494,1.2471586075215946,0,11,True,False,FITS-NONE,2020-06-30,reconstructed
fast,2020-11-04,2020-11-18,-0.1566027054655902,10,0.28176573428680357,0.19266872671647012,0.3383303339676347,0.0650323513853146,-2.790045937454897,False,0.23956410463754585,0.03841713467680541,-0.11536057776285746,1.1909903722850192,-0.19099037228501928,-0.13651260235493204,1,11,True,False,FITS-NONE,2020-10-31,reconstructed
fast,2020-12-22,2021-01-07,-0.05539052979141523,10,0.3565043818167531,0.17779449955701004,0.6773477113967761,0.031737397440439796,-0.7799574617656638,False,0.10589974838562743,0.028196778872923822,-0.03753741080447304,1.3628790385972822,-0.36287903859728227,0.9879311896738964,0,11,True,False,FITS-NONE,2020-11-30,reconstructed
fast,2021-02-19,2021-03-05,-0.11770339075141067,10,0.3236430507378598,0.1569120411394416,0.5358311834501115,-0.027843242292013293,-1.8256728541776654,False,0.06298911569433918,-0.15973350915337148,-0.11567410855013882,0.2828141763209228,0.7171858236790772,-0.13012360495888622,0,11,True,False,Route 2,2021-01-31,reconstructed
fast,2021-04-28,2021-05-12,-0.06103628323074428,10,0.22753138189149727,0.14864976836969507,0.5317291341120836,-0.04201261835273096,-1.3466261556411052,False,-0.0014518928466913383,-0.14662403814891012,-0.06253862517757525,-0.010001180623657476,1.0100011806236575,0.5795833478030814,0,11,True,False,Route 2,2021-03-31,reconstructed
fast,2021-07-01,2021-07-16,-0.05907918036185156,10,0.22583568056926173,0.1408800440090802,0.5640368341009274,-0.00499006291470816,-1.3132341661307683,False,0.026469232825608424,-0.12179505847935002,-0.06105511408309172,0.17852736213580248,0.8214726378641976,0.8909528970481163,0,11,True,False,Route 2,2021-06-30,reconstructed
fast,2022-07-27,2022-08-10,-0.08314978185143973,10,0.23991024836952485,0.2764179321245285,0.24536063472909397,0.08221805987340813,-1.7398531116430258,True,0.2331468045444145,0.017692766509612268,-0.09992814084355828,1.0821185189704097,-0.08211851897040964,0.5714361012837105,0,11,True,False,FITS-NONE,2022-06-30,reconstructed
fast,2022-11-01,2022-11-15,-0.06487285107294571,10,0.24772663269308448,0.25362471402376535,0.1786040603093071,0.029727752447133993,-1.3145907012899158,True,0.05040988377517275,0.007739421966335813,-0.06580797822187257,1.1813765691360059,-0.18137656913600594,0.6609567585714029,0,11,True,False,FITS-NONE,2022-10-31,reconstructed
fast,2023-01-19,2023-02-02,-0.1288600146432186,10,0.2362061272394398,0.24725147250228027,-0.012080197296326145,0.0691998742658686,-2.738591700323388,True,0.3427835738947105,-0.01694343446530222,-0.12328471873693547,0.9528991872404939,0.04710081275950603,0.5987439838383055,0,11,True,True,Route 1,2022-12-31,reconstructed
fast,2023-05-25,2023-06-09,-0.04513996231139761,10,0.1899583782162432,0.1572586627762751,-0.02505812328013368,0.047541748455993016,-1.1928971731546933,False,0.06033263382063758,0.09269820375685645,-0.02890734167069131,-1.8640992245627668,2.864099224562767,-0.3056842509225336,0,11,True,True,FITS-NONE,2023-04-30,reconstructed
slow,2023-05-12,2023-07-26,-0.09754436714279302,50,0.19465721853368956,0.1618472694183693,-0.0016543142465282878,0.11610634605153836,-1.1249855657262062,True,0.2523690609364484,0.18383433476839772,-0.09267110672536383,3.682353093782362,-2.682353093782362,0.48247195996811293,0,51,True,True,Route 1,2023-04-30,reconstructed
fast,2023-11-30,2023-12-14,-0.05039769849007791,10,0.12042479554401596,0.12670242187539796,-0.023131680809468036,0.04388429406984584,-2.100850056609136,True,0.11754591684125337,0.02148650613055314,-0.048878334807662016,1.2236793456422872,-0.22367934564228717,0.8996125233456779,0,11,True,True,Route 1,2023-10-31,reconstructed
fast,2025-02-24,2025-03-10,-0.05516279819233649,10,0.1323425511177849,0.13315489449236606,0.4989498562336019,-0.07201699428894548,-2.092411298232495,True,-0.09859037102882684,-0.19890683734195824,-0.0665008446140285,-0.9827934999333343,1.9827934999333343,1.283617546345506,0,11,True,False,Route 2,2025-01-31,reconstructed
fast,2025-08-08,2025-08-22,-0.05098122742678468,10,0.16032563828317972,0.25555997502810185,0.46329928819021093,0.023062961671686644,-1.5962745153571003,False,0.11987561845172068,-0.015582941707250275,-0.045666722300374496,0.8849615580664485,0.11503844193355152,1.3841021629988692,0,11,True,False,FITS-NONE,2025-07-31,reconstructed
fast,2026-05-14,2026-05-29,-0.047996311890254106,10,0.185836801620033,0.13854070265055493,0.4805105719221361,0.021048626371551915,-1.2965116240563495,False,0.0773246962886347,0.009134197749436579,-0.044664298981869965,1.1339511800780566,-0.13395118007805654,0.8985906420689029,0,11,True,False,FITS-NONE,2026-04-30,reconstructed
